pa_section,pa_name,pa_statute,ucr_description,ucr_code_1,ucr_name_1,ucr_code_2,ucr_name_2,ucr_code_3,ucr_name_3,ucr_code_4,ucr_name_4,ucr_code_5,ucr_name_5,ucr_code_6,ucr_name_6,ucr_code_7,ucr_name_7,ucr_code_8,ucr_name_8
7509 A,furnishing drug free urine-sale,CC,crimes code,260,all other offenses (except traffic),,,,,,,,,,,,,,
7509 B,furnishing drug free urine-use,CC,crimes code,260,all other offenses (except traffic),,,,,,,,,,,,,,
7510 A1,mun housing code avoidance-4th or sub conviction,CC,crimes code,260,all other offenses (except traffic),,,,,,,,,,,,,,
7510 A2,mun housing code avoidance-continual/uncorrected,CC,crimes code,260,all other offenses (except traffic),,,,,,,,,,,,,,
7510 A3,mun housing code avoidance-threat to pub safety,CC,crimes code,260,all other offenses (except traffic),,,,,,,,,,,,,,
7510 A4,mun housing code avoidance-no reas att to correct,CC,crimes code,260,all other offenses (except traffic),,,,,,,,,,,,,,
7511 A,ctl of alarm dev/auto dial dev-req for connect,CC,crimes code,260,all other offenses (except traffic),,,,,,,,,,,,,,
7511 B,ctl of alarm dev/auto dial dev-disclosure,CC,crimes code,260,all other offenses (except traffic),,,,,,,,,,,,,,
7511 C1,ctl of alarm dev/auto dial dev-false alarms,CC,crimes code,260,all other offenses (except traffic),,,,,,,,,,,,,,
7512 A,criminal use of comm facility -commission of fel,CC,crimes code,260,all other offenses (except traffic),,,,,,,,,,,,,,
7513 A,restriction on alcoholic bev-open cont/highway,CC,crimes code,220,liquor law,,,,,,,,,,,,,,
7514 A,operating mv not equip w/ignit interlock-gen,CC,crimes code,260,all other offenses (except traffic),,,,,,,,,,,,,,
7514 B,tampering with interlock system,CC,crimes code,260,all other offenses (except traffic),,,,,,,,,,,,,,
780-113 A1,csddca-man/sale/poss of adulterated/misbranded sub,CS,"controlled substance, drug, device & cosmetic act",18A,drug sale/mfg - opium - cocaine,18b,drug sale/mfg - marijuana,18c,drug sale/mfg - synthetic,18d,drug sale/mfg - other,18e,drug possession - opium - cocaine,18f,drug possession - marijuana,18g,drug possession - synthetic,18h,drug possession - other
780-113 A10,csddca-retail sale drug except pharmacist/pract,CS,"controlled substance, drug, device & cosmetic act",18D,drug sale/mfg - other,,,,,,,,,,,,,,
780-113 A11,csddca-op drug man/dist/ret estab w/o conforming,CS,"controlled substance, drug, device & cosmetic act",18A,drug sale/mfg - opium - cocaine,18b,drug sale/mfg - marijuana,18c,drug sale/mfg - synthetic,18d,drug sale/mfg - other,,,,,,,,
780-113 A12,csddca-acq/poss cont sub by fraud/decept/etc,CS,"controlled substance, drug, device & cosmetic act",18E,drug possession - opium - cocaine,18f,drug possession - marijuana,18g,drug possession - synthetic,18h,drug possession - other,,,,,,,,
780-113 A13,csddca-sale/disp/dist cont sub to addict,CS,"controlled substance, drug, device & cosmetic act",18A,drug sale/mfg - opium - cocaine,18b,drug sale/mfg - marijuana,18c,drug sale/mfg - synthetic,18d,drug sale/mfg - other,,,,,,,,
780-113 A14,csddca-admin/dis/del of cont sub by prac/prof asst,CS,"controlled substance, drug, device & cosmetic act",18A,drug sale/mfg - opium - cocaine,18b,drug sale/mf g - marijuana,18c,drug sale/mfg - synthetic,18d,drug sale/mfg - other,,,,,,,,
780-113 A15,csddca-sale/dis sched ii/iii/iv sub to unauth per,CS,"controlled substance, drug, device & cosmetic act",18A,drug sale/mfg - opium - cocaine,18b,drug sale/mfg - marijuana,18c,drug sale/mfg - synthetic,18d,drug sale/mfg - other,,,,,,,,
780-113 A16,csddca-poss sub/counterfeit sub by unauth per,CS,"controlled substance, drug, device & cosmetic act",18E,drug possession - opium - cocaine,18f,drug possession - marijuana,18g,drug possession - synthetic,18h,drug possession - other,,,,,,,,
780-113 A17,csddca-disp cont sub w/0 label,CS,"controlled substance, drug, device & cosmetic act",18A,drug sale/mfg - opium - cocaine,18b,drug sale/mfg - marijuana,18c,drug sale/mfg - synthetic,18d,drug sale/mfg - other,,,,,,,,
780-113 A18,csddca-sale of cont sub w/o label,CS,"controlled substance, drug, device & cosmetic act",18A,drug sale/mfg - opium - cocaine,18b,drug sale/mfg - marijuana,18c,drug sale/mfg - synthetic,18d,drug sale/mfg - other,,,,,,,,
780-113 A19,csddca-pur/rec of cont sub from per not auth,CS,"controlled substance, drug, device & cosmetic act",18E,drug possession - opium - cocaine,18f,drug possession - marijuana,18g,drug possession - synthetic,18h,drug possession - other,,,,,,,,
780-113 A2,csddca-adulter/misbrand controlled sub,CS,"controlled substance, drug, device & cosmetic act",18A,drug sale/mfg - opium - cocaine,18b,drug sale/mfg - marijuana,18c,drug sale/mfg - synthetic,18d,drug sale/mfg - other,,,,,,,,
780-113 A20,csddca-use/reveal trade secret,CS,"controlled substance, drug, device & cosmetic act",18A,drug sale/mfg - opium - cocaine,18b,drug sale/mfg - marijuana,18c,drug sale/mfg - synthetic,18d,drug sale/mfg - other,,,,,,,,
780-113 A21,csddca-ref/fail to keep/furn req records/etc,CS,"controlled substance, drug, device & cosmetic act",18A,drug sale/mfg - opium - cocaine,18b,drug sale/mfg - marijuana,18c,drug sale/mfg - synthetic,18d,drug sale/mfg - other,,,,,,,,
780-113 A22,csddca-refuse entry into premises for insp,CS,"controlled substance, drug, device & cosmetic act",18A,drug sale/mfg - opium - cocaine,18b,drug sale/mfg - marijuana,18c,drug sale/mfg - synthetic,18d,drug sale/mfg - other,,,,,,,,
780-113 A23,csddca-unauth remov/deface seal on embargoed sub,CS,"controlled substance, drug, device & cosmetic act",18A,drug sale/mfg - opium - cocaine,18b,drug sale/mfg - marijuana,18c,drug sale/mfg - synthetic,18d,drug sale/mfg - other,,,,,,,,
780-113 A24,csddca-fail to reg/obtain license,CS,"controlled substance, drug, device & cosmetic act",18A,drug sale/mfg - opium - cocaine,18b,drug sale/mfg - marijuana,18c,drug sale/mfg - synthetic,18d,drug sale/mfg - other,,,,,,,,
780-113 A25,csddca-man/dist cont sub outside registration,CS,"controlled substance, drug, device & cosmetic act",18A,drug sale/mfg - opium - cocaine,18b,drug sale/mfg - marijuana,18c,drug sale/mfg - synthetic,18d,drug sale/mfg - other,,,,,,,,
780-113 A26,csddca-unlawful dist of sched i/ii sub,CS,"controlled substance, drug, device & cosmetic act",18A,drug sale/mfg - opium - cocaine,18b,drug sale/mfg - marijuana,18c,drug sale/mfg - synthetic,18d,drug sale/mfg - other,,,,,,,,
780-113 A27,csddca-use of fictitious/revoked/etc reg number,CS,"controlled substance, drug, device & cosmetic act",18A,drug sale/mfg - opium - cocaine,18b,drug sale/mfg - marijuana,18c,drug sale/mfg - synthetic,18d,drug sale/mfg - other,,,,,,,,
780-113 A28,csddca-furn false/fraud info in rec/rep/doc/etc,CS,"controlled substance, drug, device & cosmetic act",18A,drug sale/mfg - opium - cocaine,18b,drug sale/mfg - marijuana,18c,drug sale/mfg - synthetic,18d,drug sale/mfg - other,,,,,,,,
780-113 A29,csddca-device to render counterfeit sub,CS,"controlled substance, drug, device & cosmetic act",18A,drug sale/mfg - opium - cocaine,18b,drug sale/mfg - marijuana,18c,drug sale/mfg - synthetic,18d,drug sale/mfg - other,,,,,,,,
780-113 A3,csddca-dis/pub false/misleading ad,CS,"controlled substance, drug, device & cosmetic act",18A,drug sale/mfg - opium - cocaine,18b,drug sale/mfg - marijuana,18c,drug sale/mfg - synthetic,18d,drug sale/mfg - other,,,,,,,,
780-113 A30,"csddca-man/del/poss w int to del sub, being unreg",CS,"controlled substance, drug, device & cosmetic act",18A,drug sale/mfg - opium - cocaine,18b,drug sale/mfg - marijuana,18c,drug sale/mfg - synthetic,18d,drug sale/mfg - other,,,,,,,,
780-113 A31I,csddca-poss sm amt marijuana for personal use,CS,"controlled substance, drug, device & cosmetic act",18F,drug possession - marijuana,,,,,,,,,,,,,,
780-113 A31II,csddca-poss sm amt marijna for dist/not sale,CS,"controlled substance, drug, device & cosmetic act",18F,drug possession - marijuana,,,,,,,,,,,,,,
780-113 A31III,csddca-dist sm amt marijuana/not sold,CS,"controlled substance, drug, device & cosmetic act",18F,drug possession - marijuana,,,,,,,,,,,,,,
780-113 A32,csddca-use/poss w int use drug paraphernalia,CS,"controlled substance, drug, device & cosmetic act",260,all other offenses (except traffic),,,,,,,,,,,,,,
780-113 A33,csddca-del/poss/manu w int drug paraphernalia,CS,"controlled substance, drug, device & cosmetic act",260,all other offenses (except traffic),,,,,,,,,,,,,,
780-113 A34,csddca-place ad in pub for drug paraphernalia,CS,"controlled substance, drug, device & cosmetic act",260,all other offenses (except traffic),,,,,,,,,,,,,,
780-113 A35I,"csddca-man/dis/sell/poss nonctrld sub, as ctld sub",CS,"controlled substance, drug, device & cosmetic act",18A,drug sale/mfg - opium - cocaine,18b,drug sale/mfg - marijuana,18c,drug sale/mfg - synthetic,18d,drug sale/mfg - other,18e,drug possession - opium - cocaine,18f,drug possession - marijuana,18g,drug possession - synthetic,18h,drug possession - other
780-113 A35II,csddca-sell nonctrld sub as ctld sub,CS,"controlled substance, drug, device & cosmetic act",18A,drug sale/mfg - opium - cocaine,18b,drug sale/mfg - marijuana,18c,drug sale/mfg - synthetic,18d,drug sale/mfg - other,,,,,,,,
780-113 A35III,csddca-sell for resale nonctrld sub as ctld sub,CS,"controlled substance, drug, device & cosmetic act",18A,drug sale/mfg - opium - cocaine,18b,drug sale/mfg - marijuana,18c,drug sale/mfg - synthetic,18d,drug sale/mfg - other,,,,,,,,
780-113 A36,csddca-man/dis/poss designer drug,CS,"controlled substance, drug, device & cosmetic act",18C,drug sale/mfg - synthetic,18d,drug sale/mfg - other,18g,drug possession - synthetic,18h,drug possession - other,,,,,,,,
780-113 A37,"csddca-poss, other than reg, of auth amt",CS,"controlled substance, drug, device & cosmetic act",18E,drug possession - opium - cocaine,18f,drug possession - marijuana,18g,drug possession - synthetic,18h,drug possession - other,,,,,,,,
780-113 A4,csddca-removal/disposal of detained/embargoed sub,CS,"controlled substance, drug, device & cosmetic act",18A,drug sale/mfg - opium - cocaine,18b,drug sale/mfg - marijuana,18c,drug sale/mfg - synthetic,18d,drug sale/mfg - other,,,,,,,,
780-113 A5,csddca-alter/mutilate/destroy/remove sub label,CS,"controlled substance, drug, device & cosmetic act",18A,drug sale/mfg - opium - cocaine,18b,drug sale/mfg - marijuana,18c,drug sale/mfg - synthetic,18d,drug sale/mfg - other,,,,,,,,
780-113 A6,csddca-forge/simulate/falsely rep stamp/mark,CS,"controlled substance, drug, device & cosmetic act",18A,drug sale/mfg - opium - cocaine,18b,drug sale/mfg - marijuana,18c,drug sale/mfg - synthetic,18d,drug sale/mfg - other,,,,,,,,
780-113 A7,csddca-alter drug/container id w/intent to defraud,CS,"controlled substance, drug, device & cosmetic act",18A,drug sale/mfg - opium - cocaine,18b,drug sale/mfg - marijuana,18c,drug sale/mfg - synthetic,18d,drug sale/mfg - other,,,,,,,,
780-113 A8,csddca-sell/disp/poss sub w/altered id mark,CS,"controlled substance, drug, device & cosmetic act",18A,drug sale/mfg - opium - cocaine,18b,drug sale/mfg - marijuana,18c,drug sale/mfg - synthetic,18d,drug sale/mfg - other,,,,,,,,
780-113 A9,csddca-make/poss/sell device to print tm/id mark,CS,"controlled substance, drug, device & cosmetic act",18A,drug sale/mfg - opium - cocaine,18b,drug sale/mfg - marijuana,18c,drug sale/mfg - synthetic,18d,drug sale/mfg - other,,,,,,,,
888 A,noncontrolled sub rep/reg act-false info,NS,non-controlled substances reporting & reg.,260,all other offenses (except traffic),,,,,,,,,,,,,,
888 B,noncontrolled sub rep/reg act-violate act,NS,non-controlled substances reporting & reg.,260,all other offenses (except traffic),,,,,,,,,,,,,,
901 A,criminal attempt,CC,crimes code,*,code as substantive offense (except murder),,,,,,,,,,,,,,
902 A,criminal solicitation,CC,crimes code,*,code as substantive offense (except murder),,,,,,,,,,,,,,
903 A1,criminal conspiracy engaging,CC,crimes code,*,code as substantive offense (except murder),,,,,,,,,,,,,,
903 A2,criminal conspiracy aiding,CC,crimes code,*,code as substantive offense (except murder),,,,,,,,,,,,,,
903 B,criminal conspiracy knowledge,CC,crimes code,*,code as substantive offense (except murder),,,,,,,,,,,,,,
903 C,criminal conspiracy w/mult crim obj,CC,crimes code,*,code as substantive offense (except murder),,,,,,,,,,,,,,
907 A,possess instruments of crime w/int,CC,crimes code,260,all other offenses (except traffic),,,,,,,,,,,,,,
907 B,possess inst of crime-firearm/oth weapon w/int,CC,crimes code,150,"weapons, carrying, posses, etc.",,,,,,,,,,,,,,
907 C,possess instruments of crime - body armor,CC,crimes code,260,all other offenses (except traffic),,,,,,,,,,,,,,
908 A,make repairs/sell offens weap,CC,crimes code,150,"weapons, carrying, posses, etc.",,,,,,,,,,,,,,
909 A,man/dist/poss of master keys for motor veh,CC,crimes code,260,all other offenses (except traffic),,,,,,,,,,,,,,
910 A1I,man/dist/poss/use of dev for theft of telecom-gen,CC,crimes code,260,all other offenses (except traffic),,,,,,,,,,,,,,
910 A1II,man/dist/poss/use of dev to conceal or assist,CC,crimes code,260,all other offenses (except traffic),,,,,,,,,,,,,,
910 A2I,"sell/etc telecommunications device, plans, etc for",CC,crimes code,260,all other offenses (except traffic),,,,,,,,,,,,,,
910 A2II,sell/etc material to make unauthorized,CC,crimes code,260,all other offenses (except traffic),,,,,,,,,,,,,,
911 B1,corrupt organizations,CC,crimes code,260,all other offenses (except traffic),,,,,,,,,,,,,,
911 B2,corrupt org/int contrl enterprze,CC,crimes code,260,all other offenses (except traffic),,,,,,,,,,,,,,
911 B3,corrupt organizations - employee,CC,crimes code,260,all other offenses (except traffic),,,,,,,,,,,,,,
911 B4,"consp to vio 911b1, 911b2, 911b3",CC,crimes code,260,all other offenses (except traffic),,,,,,,,,,,,,,
912 B,possess weapon on school proprty,CC,crimes code,150,"weapons, carrying, posses, etc.",,,,,,,,,,,,,,
913 A1,poss firearm or other dangerous weapon in ct facil,CC,crimes code,150,"weapons, carrying, posses, etc.",,,,,,,,,,,,,,
913 A2,poss firearm/weapon in ct facil with intent to com,CC,crimes code,150,"weapons, carrying, posses, etc.",,,,,,,,,,,,,,
9132,fugitive from justice-violation of fugitive rights,JC,judicial code,260,all other offenses (except traffic),,,,,,,,,,,,,,
9134,fugitive from justice-arrest,JC,judicial code,260,all other offenses (except traffic),,,,,,,,,,,,,,
9795.2 A1,megan's law-register residence,JC,judicial code,260,all other offenses (except traffic),,,,,,,,,,,,,,
9795.2 A2,megan's law-change of residence,JC,judicial code,260,all other offenses (except traffic),,,,,,,,,,,,,,
9795.2 B2,megan's law-register upon entry into pa,JC,judicial code,260,all other offenses (except traffic),,,,,,,,,,,,,,
9796 A,megan's law-quarterly verification of residence,JC,judicial code,260,all other offenses (except traffic),,,,,,,,,,,,,,
9796 B,megan's law-annual verification of residence,JC,judicial code,260,all other offenses (except traffic),,,,,,,,,,,,,,
